,Country,Year,Value_union_x,MEASURE_x,Age group_x,Value_gini_cpi_x,Value_union_y,MEASURE_y,Age group_y,Value_gini_cpi_y
308,Latvia,2009,15.1,GINI,Total population,0.362,15.1,CPI2010,Total population,101.0965275
309,Latvia,2009,15.1,GINI,Total population,0.362,15.1,CPI2010,Total population,101.0965275
310,Latvia,2009,15.1,GINI,Total population,0.362,15.1,CPI2015,Total population,94.00404
311,Latvia,2009,15.1,GINI,Total population,0.362,15.1,CPI2015,Total population,94.00404
312,Latvia,2010,15.0,GINI,Total population,0.346,15.0,CPI2010,Total population,100.0
313,Latvia,2010,15.0,GINI,Total population,0.346,15.0,CPI2010,Total population,100.0
314,Latvia,2010,15.0,GINI,Total population,0.346,15.0,CPI2015,Total population,92.98444
315,Latvia,2010,15.0,GINI,Total population,0.346,15.0,CPI2015,Total population,92.98444
316,Latvia,2010,15.0,GINI,Total population,0.355,15.0,CPI2010,Total population,100.0
317,Latvia,2010,15.0,GINI,Total population,0.355,15.0,CPI2010,Total population,100.0
318,Latvia,2010,15.0,GINI,Total population,0.355,15.0,CPI2015,Total population,92.98444
319,Latvia,2010,15.0,GINI,Total population,0.355,15.0,CPI2015,Total population,92.98444
320,Latvia,2011,13.6,GINI,Total population,0.351,13.6,CPI2010,Total population,104.370742
321,Latvia,2011,13.6,GINI,Total population,0.351,13.6,CPI2010,Total population,104.370742
322,Latvia,2011,13.6,GINI,Total population,0.351,13.6,CPI2015,Total population,97.04855
323,Latvia,2011,13.6,GINI,Total population,0.351,13.6,CPI2015,Total population,97.04855
324,Latvia,2011,13.6,GINI,Total population,0.361,13.6,CPI2010,Total population,104.370742
325,Latvia,2011,13.6,GINI,Total population,0.361,13.6,CPI2010,Total population,104.370742
326,Latvia,2011,13.6,GINI,Total population,0.361,13.6,CPI2015,Total population,97.04855
327,Latvia,2011,13.6,GINI,Total population,0.361,13.6,CPI2015,Total population,97.04855
328,Latvia,2012,13.1,GINI,Total population,0.346,13.1,CPI2010,Total population,106.7272116
329,Latvia,2012,13.1,GINI,Total population,0.346,13.1,CPI2010,Total population,106.7272116
330,Latvia,2012,13.1,GINI,Total population,0.346,13.1,CPI2015,Total population,99.2397
331,Latvia,2012,13.1,GINI,Total population,0.346,13.1,CPI2015,Total population,99.2397
332,Latvia,2012,13.1,GINI,Total population,0.355,13.1,CPI2010,Total population,106.7272116
333,Latvia,2012,13.1,GINI,Total population,0.355,13.1,CPI2010,Total population,106.7272116
334,Latvia,2012,13.1,GINI,Total population,0.355,13.1,CPI2015,Total population,99.2397
335,Latvia,2012,13.1,GINI,Total population,0.355,13.1,CPI2015,Total population,99.2397
336,Latvia,2013,12.8,GINI,Total population,0.351,12.8,CPI2010,Total population,106.6957762
337,Latvia,2013,12.8,GINI,Total population,0.351,12.8,CPI2010,Total population,106.6957762
338,Latvia,2013,12.8,GINI,Total population,0.351,12.8,CPI2015,Total population,99.21047
339,Latvia,2013,12.8,GINI,Total population,0.351,12.8,CPI2015,Total population,99.21047
340,Latvia,2013,12.8,GINI,Total population,0.36,12.8,CPI2010,Total population,106.6957762
341,Latvia,2013,12.8,GINI,Total population,0.36,12.8,CPI2010,Total population,106.6957762
342,Latvia,2013,12.8,GINI,Total population,0.36,12.8,CPI2015,Total population,99.21047
343,Latvia,2013,12.8,GINI,Total population,0.36,12.8,CPI2015,Total population,99.21047
344,Latvia,2014,12.7,GINI,Total population,0.349,12.7,CPI2010,Total population,107.35782240000002
345,Latvia,2014,12.7,GINI,Total population,0.349,12.7,CPI2015,Total population,99.82607
346,Latvia,2015,12.6,GINI,Total population,0.346,12.6,CPI2010,Total population,107.5448753
347,Latvia,2015,12.6,GINI,Total population,0.346,12.6,CPI2015,Total population,100.0
348,Latvia,2016,12.3,GINI,Total population,0.346,12.3,CPI2010,Total population,107.69608329999998
349,Latvia,2016,12.3,GINI,Total population,0.346,12.3,CPI2015,Total population,100.1406
350,Latvia,2017,12.2,GINI,Total population,0.355,12.2,CPI2010,Total population,110.8519877
351,Latvia,2017,12.2,GINI,Total population,0.355,12.2,CPI2015,Total population,103.0751
352,Latvia,2018,11.9,GINI,Total population,0.351,11.9,CPI2010,Total population,113.66149
353,Latvia,2018,11.9,GINI,Total population,0.351,11.9,CPI2015,Total population,105.6875
354,Estonia,2009,7.6,GINI,Total population,0.309,7.6,CPI2010,Total population,97.11373393
355,Estonia,2009,7.6,GINI,Total population,0.309,7.6,CPI2015,Total population,87.11739
356,Estonia,2009,7.6,GINI,Total population,0.309,7.7,CPI2010,Total population,97.11373393
357,Estonia,2009,7.6,GINI,Total population,0.309,7.7,CPI2015,Total population,87.11739
358,Estonia,2009,7.7,GINI,Total population,0.309,7.6,CPI2010,Total population,97.11373393
359,Estonia,2009,7.7,GINI,Total population,0.309,7.6,CPI2015,Total population,87.11739
360,Estonia,2009,7.7,GINI,Total population,0.309,7.7,CPI2010,Total population,97.11373393
361,Estonia,2009,7.7,GINI,Total population,0.309,7.7,CPI2015,Total population,87.11739
362,Estonia,2010,8.2,GINI,Total population,0.317,8.2,CPI2010,Total population,100.0
363,Estonia,2010,8.2,GINI,Total population,0.317,8.2,CPI2015,Total population,89.70656
364,Estonia,2010,8.2,GINI,Total population,0.317,8.1,CPI2010,Total population,100.0
365,Estonia,2010,8.2,GINI,Total population,0.317,8.1,CPI2015,Total population,89.70656
366,Estonia,2010,8.1,GINI,Total population,0.317,8.2,CPI2010,Total population,100.0
367,Estonia,2010,8.1,GINI,Total population,0.317,8.2,CPI2015,Total population,89.70656
368,Estonia,2010,8.1,GINI,Total population,0.317,8.1,CPI2010,Total population,100.0
369,Estonia,2010,8.1,GINI,Total population,0.317,8.1,CPI2015,Total population,89.70656
370,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2010,Total population,104.9818988
371,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2015,Total population,94.17565
372,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2010,Total population,104.9818988
373,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2015,Total population,94.17565
374,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2010,Total population,104.9818988
375,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2015,Total population,94.17565
376,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2010,Total population,104.9818988
377,Estonia,2011,7.0,GINI,Total population,0.3229999999999999,7.0,CPI2015,Total population,94.17565
378,Estonia,2012,6.0,GINI,Total population,0.326,6.0,CPI2010,Total population,109.1112623
379,Estonia,2012,6.0,GINI,Total population,0.326,6.0,CPI2015,Total population,97.87996
380,Estonia,2012,6.0,GINI,Total population,0.326,6.1,CPI2010,Total population,109.1112623
381,Estonia,2012,6.0,GINI,Total population,0.326,6.1,CPI2015,Total population,97.87996
382,Estonia,2012,6.1,GINI,Total population,0.326,6.0,CPI2010,Total population,109.1112623
383,Estonia,2012,6.1,GINI,Total population,0.326,6.0,CPI2015,Total population,97.87996
384,Estonia,2012,6.1,GINI,Total population,0.326,6.1,CPI2010,Total population,109.1112623
385,Estonia,2012,6.1,GINI,Total population,0.326,6.1,CPI2015,Total population,97.87996
386,Estonia,2013,5.6,GINI,Total population,0.356,5.6,CPI2010,Total population,112.1451987
387,Estonia,2013,5.6,GINI,Total population,0.356,5.6,CPI2010,Total population,112.1451987
388,Estonia,2013,5.6,GINI,Total population,0.356,5.6,CPI2015,Total population,100.6016
389,Estonia,2013,5.6,GINI,Total population,0.356,5.6,CPI2015,Total population,100.6016
390,Estonia,2013,5.6,GINI,Total population,0.356,5.7,CPI2010,Total population,112.1451987
391,Estonia,2013,5.6,GINI,Total population,0.356,5.7,CPI2010,Total population,112.1451987
392,Estonia,2013,5.6,GINI,Total population,0.356,5.7,CPI2015,Total population,100.6016
393,Estonia,2013,5.6,GINI,Total population,0.356,5.7,CPI2015,Total population,100.6016
394,Estonia,2013,5.6,GINI,Total population,0.355,5.6,CPI2010,Total population,112.1451987
395,Estonia,2013,5.6,GINI,Total population,0.355,5.6,CPI2010,Total population,112.1451987
396,Estonia,2013,5.6,GINI,Total population,0.355,5.6,CPI2015,Total population,100.6016
397,Estonia,2013,5.6,GINI,Total population,0.355,5.6,CPI2015,Total population,100.6016
398,Estonia,2013,5.6,GINI,Total population,0.355,5.7,CPI2010,Total population,112.1451987
399,Estonia,2013,5.6,GINI,Total population,0.355,5.7,CPI2010,Total population,112.1451987
400,Estonia,2013,5.6,GINI,Total population,0.355,5.7,CPI2015,Total population,100.6016
401,Estonia,2013,5.6,GINI,Total population,0.355,5.7,CPI2015,Total population,100.6016
402,Estonia,2013,5.7,GINI,Total population,0.356,5.6,CPI2010,Total population,112.1451987
403,Estonia,2013,5.7,GINI,Total population,0.356,5.6,CPI2010,Total population,112.1451987
404,Estonia,2013,5.7,GINI,Total population,0.356,5.6,CPI2015,Total population,100.6016
405,Estonia,2013,5.7,GINI,Total population,0.356,5.6,CPI2015,Total population,100.6016
406,Estonia,2013,5.7,GINI,Total population,0.356,5.7,CPI2010,Total population,112.1451987
407,Estonia,2013,5.7,GINI,Total population,0.356,5.7,CPI2010,Total population,112.1451987
408,Estonia,2013,5.7,GINI,Total population,0.356,5.7,CPI2015,Total population,100.6016
409,Estonia,2013,5.7,GINI,Total population,0.356,5.7,CPI2015,Total population,100.6016
410,Estonia,2013,5.7,GINI,Total population,0.355,5.6,CPI2010,Total population,112.1451987
411,Estonia,2013,5.7,GINI,Total population,0.355,5.6,CPI2010,Total population,112.1451987
412,Estonia,2013,5.7,GINI,Total population,0.355,5.6,CPI2015,Total population,100.6016
413,Estonia,2013,5.7,GINI,Total population,0.355,5.6,CPI2015,Total population,100.6016
414,Estonia,2013,5.7,GINI,Total population,0.355,5.7,CPI2010,Total population,112.1451987
415,Estonia,2013,5.7,GINI,Total population,0.355,5.7,CPI2010,Total population,112.1451987
416,Estonia,2013,5.7,GINI,Total population,0.355,5.7,CPI2015,Total population,100.6016
417,Estonia,2013,5.7,GINI,Total population,0.355,5.7,CPI2015,Total population,100.6016
418,Estonia,2014,5.3,GINI,Total population,0.346,5.3,CPI2010,Total population,112.0261439
419,Estonia,2014,5.3,GINI,Total population,0.346,5.3,CPI2015,Total population,100.4948
420,Estonia,2014,5.3,GINI,Total population,0.346,5.5,CPI2010,Total population,112.0261439
421,Estonia,2014,5.3,GINI,Total population,0.346,5.5,CPI2015,Total population,100.4948
422,Estonia,2014,5.5,GINI,Total population,0.346,5.3,CPI2010,Total population,112.0261439
423,Estonia,2014,5.5,GINI,Total population,0.346,5.3,CPI2015,Total population,100.4948
424,Estonia,2014,5.5,GINI,Total population,0.346,5.5,CPI2010,Total population,112.0261439
425,Estonia,2014,5.5,GINI,Total population,0.346,5.5,CPI2015,Total population,100.4948
426,Estonia,2015,4.5,GINI,Total population,0.33,4.5,CPI2010,Total population,111.4745677
427,Estonia,2015,4.5,GINI,Total population,0.33,4.5,CPI2015,Total population,100.0
428,Estonia,2015,4.5,GINI,Total population,0.33,4.7,CPI2010,Total population,111.4745677
429,Estonia,2015,4.5,GINI,Total population,0.33,4.7,CPI2015,Total population,100.0
430,Estonia,2015,4.7,GINI,Total population,0.33,4.5,CPI2010,Total population,111.4745677
431,Estonia,2015,4.7,GINI,Total population,0.33,4.5,CPI2015,Total population,100.0
432,Estonia,2015,4.7,GINI,Total population,0.33,4.7,CPI2010,Total population,111.4745677
433,Estonia,2015,4.7,GINI,Total population,0.33,4.7,CPI2015,Total population,100.0
434,Estonia,2016,5.0,GINI,Total population,0.314,5.0,CPI2010,Total population,111.6403304
435,Estonia,2016,5.0,GINI,Total population,0.314,5.0,CPI2015,Total population,100.1487
436,Estonia,2016,5.0,GINI,Total population,0.314,4.4,CPI2010,Total population,111.6403304
437,Estonia,2016,5.0,GINI,Total population,0.314,4.4,CPI2015,Total population,100.1487
438,Estonia,2016,4.4,GINI,Total population,0.314,5.0,CPI2010,Total population,111.6403304
439,Estonia,2016,4.4,GINI,Total population,0.314,5.0,CPI2015,Total population,100.1487
440,Estonia,2016,4.4,GINI,Total population,0.314,4.4,CPI2010,Total population,111.6403304
441,Estonia,2016,4.4,GINI,Total population,0.314,4.4,CPI2015,Total population,100.1487
442,Estonia,2017,4.7,GINI,Total population,0.309,4.7,CPI2010,Total population,115.4553246
443,Estonia,2017,4.7,GINI,Total population,0.309,4.7,CPI2015,Total population,103.571
444,Estonia,2017,4.7,GINI,Total population,0.309,4.3,CPI2010,Total population,115.4553246
445,Estonia,2017,4.7,GINI,Total population,0.309,4.3,CPI2015,Total population,103.571
446,Estonia,2017,4.3,GINI,Total population,0.309,4.7,CPI2010,Total population,115.4553246
447,Estonia,2017,4.3,GINI,Total population,0.309,4.7,CPI2015,Total population,103.571
448,Estonia,2017,4.3,GINI,Total population,0.309,4.3,CPI2010,Total population,115.4553246
449,Estonia,2017,4.3,GINI,Total population,0.309,4.3,CPI2015,Total population,103.571
450,Switzerland,2009,17.3,GINI,Total population,0.297,17.3,CPI2010,Total population,99.31643012
451,Switzerland,2009,17.3,GINI,Total population,0.297,17.3,CPI2010,Total population,99.31643012
452,Switzerland,2009,17.3,GINI,Total population,0.297,17.3,CPI2015,Total population,101.166
453,Switzerland,2009,17.3,GINI,Total population,0.297,17.3,CPI2015,Total population,101.166
454,Switzerland,2009,17.3,GINI,Total population,0.298,17.3,CPI2010,Total population,99.31643012
455,Switzerland,2009,17.3,GINI,Total population,0.298,17.3,CPI2010,Total population,99.31643012
456,Switzerland,2009,17.3,GINI,Total population,0.298,17.3,CPI2015,Total population,101.166
457,Switzerland,2009,17.3,GINI,Total population,0.298,17.3,CPI2015,Total population,101.166
458,Switzerland,2010,17.6,GINI,Total population,0.298,17.6,CPI2010,Total population,100.0
459,Switzerland,2010,17.6,GINI,Total population,0.298,17.6,CPI2015,Total population,101.8623
460,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2010,Total population,100.2312926
461,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2010,Total population,100.2312926
462,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2015,Total population,102.0979
463,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2015,Total population,102.0979
464,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2010,Total population,100.2312926
465,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2010,Total population,100.2312926
466,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2015,Total population,102.0979
467,Switzerland,2011,17.0,GINI,Total population,0.289,17.0,CPI2015,Total population,102.0979
468,Switzerland,2012,16.6,GINI,Total population,0.285,16.6,CPI2010,Total population,99.53721838
469,Switzerland,2012,16.6,GINI,Total population,0.285,16.6,CPI2015,Total population,101.3909
470,Switzerland,2013,16.6,GINI,Total population,0.295,16.6,CPI2010,Total population,99.32084785
471,Switzerland,2013,16.6,GINI,Total population,0.295,16.6,CPI2015,Total population,101.1705
472,Switzerland,2014,16.1,GINI,Total population,0.297,16.1,CPI2010,Total population,99.30769284
473,Switzerland,2014,16.1,GINI,Total population,0.297,16.1,CPI2015,Total population,101.1571
474,Switzerland,2015,15.7,GINI,Total population,0.296,15.7,CPI2010,Total population,98.17174755
475,Switzerland,2015,15.7,GINI,Total population,0.296,15.7,CPI2015,Total population,100.0
476,Switzerland,2016,15.3,GINI,Total population,0.302,15.3,CPI2010,Total population,97.74508331
477,Switzerland,2016,15.3,GINI,Total population,0.302,15.3,CPI2015,Total population,99.56539
478,Switzerland,2017,14.9,GINI,Total population,0.299,14.9,CPI2010,Total population,98.26687597
479,Switzerland,2017,14.9,GINI,Total population,0.299,14.9,CPI2015,Total population,100.0969
480,Belgium,2009,54.9,GINI,Total population,0.2689999999999999,54.9,CPI2010,Total population,97.85760515
481,Belgium,2009,54.9,GINI,Total population,0.2689999999999999,54.9,CPI2015,Total population,90.08366
482,Belgium,2010,53.8,GINI,Total population,0.264,53.8,CPI2010,Total population,100.0
483,Belgium,2010,53.8,GINI,Total population,0.264,53.8,CPI2015,Total population,92.05586
484,Belgium,2011,55.1,GINI,Total population,0.266,55.1,CPI2010,Total population,103.5320837
485,Belgium,2011,55.1,GINI,Total population,0.266,55.1,CPI2015,Total population,95.30735
486,Belgium,2012,55.0,GINI,Total population,0.262,55.0,CPI2010,Total population,106.4720486
487,Belgium,2012,55.0,GINI,Total population,0.262,55.0,CPI2015,Total population,98.01376
488,Belgium,2013,55.1,GINI,Total population,0.261,55.1,CPI2010,Total population,107.6571768
489,Belgium,2013,55.1,GINI,Total population,0.261,55.1,CPI2015,Total population,99.10474
490,Belgium,2018,50.3,GINI,Total population,0.258,50.3,CPI2010,Total population,115.4516399
491,Belgium,2018,50.3,GINI,Total population,0.258,50.3,CPI2015,Total population,106.28
492,Israel,2012,23.4,GINI,Total population,0.371,23.4,CPI2010,Total population,105.2100122
493,Israel,2012,23.4,GINI,Total population,0.371,23.4,CPI2015,Total population,98.60134
494,Israel,2012,23.4,GINI,Total population,0.371,22.8,CPI2010,Total population,105.2100122
495,Israel,2012,23.4,GINI,Total population,0.371,22.8,CPI2015,Total population,98.60134
496,Israel,2012,22.8,GINI,Total population,0.371,23.4,CPI2010,Total population,105.2100122
497,Israel,2012,22.8,GINI,Total population,0.371,23.4,CPI2015,Total population,98.60134
498,Israel,2012,22.8,GINI,Total population,0.371,22.8,CPI2010,Total population,105.2100122
499,Israel,2012,22.8,GINI,Total population,0.371,22.8,CPI2015,Total population,98.60134
500,Canada,2009,30.7,GINI,Total population,0.316,30.7,CPI2010,Total population,98.25414078
501,Canada,2009,30.7,GINI,Total population,0.316,30.7,CPI2010,Total population,98.25414078
502,Canada,2009,30.7,GINI,Total population,0.316,30.7,CPI2015,Total population,90.41348
503,Canada,2009,30.7,GINI,Total population,0.316,30.7,CPI2015,Total population,90.41348
504,Canada,2009,30.7,GINI,Total population,0.316,27.3,CPI2010,Total population,98.25414078
505,Canada,2009,30.7,GINI,Total population,0.316,27.3,CPI2010,Total population,98.25414078
506,Canada,2009,30.7,GINI,Total population,0.316,27.3,CPI2015,Total population,90.41348
507,Canada,2009,30.7,GINI,Total population,0.316,27.3,CPI2015,Total population,90.41348
508,Canada,2009,30.7,GINI,Total population,0.32,30.7,CPI2010,Total population,98.25414078
509,Canada,2009,30.7,GINI,Total population,0.32,30.7,CPI2010,Total population,98.25414078
510,Canada,2009,30.7,GINI,Total population,0.32,30.7,CPI2015,Total population,90.41348
511,Canada,2009,30.7,GINI,Total population,0.32,30.7,CPI2015,Total population,90.41348
512,Canada,2009,30.7,GINI,Total population,0.32,27.3,CPI2010,Total population,98.25414078
513,Canada,2009,30.7,GINI,Total population,0.32,27.3,CPI2010,Total population,98.25414078
514,Canada,2009,30.7,GINI,Total population,0.32,27.3,CPI2015,Total population,90.41348
515,Canada,2009,30.7,GINI,Total population,0.32,27.3,CPI2015,Total population,90.41348
516,Canada,2009,27.3,GINI,Total population,0.316,30.7,CPI2010,Total population,98.25414078
517,Canada,2009,27.3,GINI,Total population,0.316,30.7,CPI2010,Total population,98.25414078
518,Canada,2009,27.3,GINI,Total population,0.316,30.7,CPI2015,Total population,90.41348
519,Canada,2009,27.3,GINI,Total population,0.316,30.7,CPI2015,Total population,90.41348
520,Canada,2009,27.3,GINI,Total population,0.316,27.3,CPI2010,Total population,98.25414078
521,Canada,2009,27.3,GINI,Total population,0.316,27.3,CPI2010,Total population,98.25414078
522,Canada,2009,27.3,GINI,Total population,0.316,27.3,CPI2015,Total population,90.41348
523,Canada,2009,27.3,GINI,Total population,0.316,27.3,CPI2015,Total population,90.41348
524,Canada,2009,27.3,GINI,Total population,0.32,30.7,CPI2010,Total population,98.25414078
525,Canada,2009,27.3,GINI,Total population,0.32,30.7,CPI2010,Total population,98.25414078
526,Canada,2009,27.3,GINI,Total population,0.32,30.7,CPI2015,Total population,90.41348
527,Canada,2009,27.3,GINI,Total population,0.32,30.7,CPI2015,Total population,90.41348
528,Canada,2009,27.3,GINI,Total population,0.32,27.3,CPI2010,Total population,98.25414078
529,Canada,2009,27.3,GINI,Total population,0.32,27.3,CPI2010,Total population,98.25414078
530,Canada,2009,27.3,GINI,Total population,0.32,27.3,CPI2015,Total population,90.41348
531,Canada,2009,27.3,GINI,Total population,0.32,27.3,CPI2015,Total population,90.41348
532,Canada,2010,30.1,GINI,Total population,0.316,30.1,CPI2010,Total population,100.0
533,Canada,2010,30.1,GINI,Total population,0.316,30.1,CPI2010,Total population,100.0
534,Canada,2010,30.1,GINI,Total population,0.316,30.1,CPI2015,Total population,92.02002
535,Canada,2010,30.1,GINI,Total population,0.316,30.1,CPI2015,Total population,92.02002
536,Canada,2010,30.1,GINI,Total population,0.316,27.2,CPI2010,Total population,100.0
537,Canada,2010,30.1,GINI,Total population,0.316,27.2,CPI2010,Total population,100.0
538,Canada,2010,30.1,GINI,Total population,0.316,27.2,CPI2015,Total population,92.02002
539,Canada,2010,30.1,GINI,Total population,0.316,27.2,CPI2015,Total population,92.02002
540,Canada,2010,30.1,GINI,Total population,0.319,30.1,CPI2010,Total population,100.0
541,Canada,2010,30.1,GINI,Total population,0.319,30.1,CPI2010,Total population,100.0
542,Canada,2010,30.1,GINI,Total population,0.319,30.1,CPI2015,Total population,92.02002
543,Canada,2010,30.1,GINI,Total population,0.319,30.1,CPI2015,Total population,92.02002
544,Canada,2010,30.1,GINI,Total population,0.319,27.2,CPI2010,Total population,100.0
545,Canada,2010,30.1,GINI,Total population,0.319,27.2,CPI2010,Total population,100.0
546,Canada,2010,30.1,GINI,Total population,0.319,27.2,CPI2015,Total population,92.02002
547,Canada,2010,30.1,GINI,Total population,0.319,27.2,CPI2015,Total population,92.02002
548,Canada,2010,27.2,GINI,Total population,0.316,30.1,CPI2010,Total population,100.0
549,Canada,2010,27.2,GINI,Total population,0.316,30.1,CPI2010,Total population,100.0
550,Canada,2010,27.2,GINI,Total population,0.316,30.1,CPI2015,Total population,92.02002
551,Canada,2010,27.2,GINI,Total population,0.316,30.1,CPI2015,Total population,92.02002
552,Canada,2010,27.2,GINI,Total population,0.316,27.2,CPI2010,Total population,100.0
553,Canada,2010,27.2,GINI,Total population,0.316,27.2,CPI2010,Total population,100.0
554,Canada,2010,27.2,GINI,Total population,0.316,27.2,CPI2015,Total population,92.02002
555,Canada,2010,27.2,GINI,Total population,0.316,27.2,CPI2015,Total population,92.02002
556,Canada,2010,27.2,GINI,Total population,0.319,30.1,CPI2010,Total population,100.0
557,Canada,2010,27.2,GINI,Total population,0.319,30.1,CPI2010,Total population,100.0
558,Canada,2010,27.2,GINI,Total population,0.319,30.1,CPI2015,Total population,92.02002
559,Canada,2010,27.2,GINI,Total population,0.319,30.1,CPI2015,Total population,92.02002
560,Canada,2010,27.2,GINI,Total population,0.319,27.2,CPI2010,Total population,100.0
561,Canada,2010,27.2,GINI,Total population,0.319,27.2,CPI2010,Total population,100.0
562,Canada,2010,27.2,GINI,Total population,0.319,27.2,CPI2015,Total population,92.02002
563,Canada,2010,27.2,GINI,Total population,0.319,27.2,CPI2015,Total population,92.02002
564,Canada,2011,29.8,GINI,Total population,0.313,29.8,CPI2010,Total population,102.9121272
565,Canada,2011,29.8,GINI,Total population,0.313,29.8,CPI2010,Total population,102.9121272
566,Canada,2011,29.8,GINI,Total population,0.313,29.8,CPI2015,Total population,94.69976
567,Canada,2011,29.8,GINI,Total population,0.313,29.8,CPI2015,Total population,94.69976
568,Canada,2011,29.8,GINI,Total population,0.313,26.9,CPI2010,Total population,102.9121272
569,Canada,2011,29.8,GINI,Total population,0.313,26.9,CPI2010,Total population,102.9121272
570,Canada,2011,29.8,GINI,Total population,0.313,26.9,CPI2015,Total population,94.69976
571,Canada,2011,29.8,GINI,Total population,0.313,26.9,CPI2015,Total population,94.69976
572,Canada,2011,29.8,GINI,Total population,0.316,29.8,CPI2010,Total population,102.9121272
573,Canada,2011,29.8,GINI,Total population,0.316,29.8,CPI2010,Total population,102.9121272
574,Canada,2011,29.8,GINI,Total population,0.316,29.8,CPI2015,Total population,94.69976
575,Canada,2011,29.8,GINI,Total population,0.316,29.8,CPI2015,Total population,94.69976
576,Canada,2011,29.8,GINI,Total population,0.316,26.9,CPI2010,Total population,102.9121272
577,Canada,2011,29.8,GINI,Total population,0.316,26.9,CPI2010,Total population,102.9121272
578,Canada,2011,29.8,GINI,Total population,0.316,26.9,CPI2015,Total population,94.69976
579,Canada,2011,29.8,GINI,Total population,0.316,26.9,CPI2015,Total population,94.69976
580,Canada,2011,26.9,GINI,Total population,0.313,29.8,CPI2010,Total population,102.9121272
581,Canada,2011,26.9,GINI,Total population,0.313,29.8,CPI2010,Total population,102.9121272
582,Canada,2011,26.9,GINI,Total population,0.313,29.8,CPI2015,Total population,94.69976
583,Canada,2011,26.9,GINI,Total population,0.313,29.8,CPI2015,Total population,94.69976
584,Canada,2011,26.9,GINI,Total population,0.313,26.9,CPI2010,Total population,102.9121272
585,Canada,2011,26.9,GINI,Total population,0.313,26.9,CPI2010,Total population,102.9121272
586,Canada,2011,26.9,GINI,Total population,0.313,26.9,CPI2015,Total population,94.69976
587,Canada,2011,26.9,GINI,Total population,0.313,26.9,CPI2015,Total population,94.69976
588,Canada,2011,26.9,GINI,Total population,0.316,29.8,CPI2010,Total population,102.9121272
589,Canada,2011,26.9,GINI,Total population,0.316,29.8,CPI2010,Total population,102.9121272
590,Canada,2011,26.9,GINI,Total population,0.316,29.8,CPI2015,Total population,94.69976
591,Canada,2011,26.9,GINI,Total population,0.316,29.8,CPI2015,Total population,94.69976
592,Canada,2011,26.9,GINI,Total population,0.316,26.9,CPI2010,Total population,102.9121272
593,Canada,2011,26.9,GINI,Total population,0.316,26.9,CPI2010,Total population,102.9121272
594,Canada,2011,26.9,GINI,Total population,0.316,26.9,CPI2015,Total population,94.69976
595,Canada,2011,26.9,GINI,Total population,0.316,26.9,CPI2015,Total population,94.69976
596,Canada,2012,29.8,GINI,Total population,0.317,29.8,CPI2010,Total population,104.4719508
597,Canada,2012,29.8,GINI,Total population,0.317,29.8,CPI2015,Total population,96.13511
598,Canada,2012,29.8,GINI,Total population,0.317,27.2,CPI2010,Total population,104.4719508
599,Canada,2012,29.8,GINI,Total population,0.317,27.2,CPI2015,Total population,96.13511
600,Canada,2012,27.2,GINI,Total population,0.317,29.8,CPI2010,Total population,104.4719508
601,Canada,2012,27.2,GINI,Total population,0.317,29.8,CPI2015,Total population,96.13511
602,Canada,2012,27.2,GINI,Total population,0.317,27.2,CPI2010,Total population,104.4719508
603,Canada,2012,27.2,GINI,Total population,0.317,27.2,CPI2015,Total population,96.13511
604,Canada,2013,29.2,GINI,Total population,0.32,29.2,CPI2010,Total population,105.452194
605,Canada,2013,29.2,GINI,Total population,0.32,29.2,CPI2015,Total population,97.03713
606,Canada,2013,29.2,GINI,Total population,0.32,27.1,CPI2010,Total population,105.452194
607,Canada,2013,29.2,GINI,Total population,0.32,27.1,CPI2015,Total population,97.03713
608,Canada,2013,27.1,GINI,Total population,0.32,29.2,CPI2010,Total population,105.452194
609,Canada,2013,27.1,GINI,Total population,0.32,29.2,CPI2015,Total population,97.03713
610,Canada,2013,27.1,GINI,Total population,0.32,27.1,CPI2010,Total population,105.452194
611,Canada,2013,27.1,GINI,Total population,0.32,27.1,CPI2015,Total population,97.03713
612,Canada,2014,29.3,GINI,Total population,0.313,29.3,CPI2010,Total population,107.46278909999998
613,Canada,2014,29.3,GINI,Total population,0.313,29.3,CPI2015,Total population,98.88728
614,Canada,2014,29.3,GINI,Total population,0.313,26.4,CPI2010,Total population,107.46278909999998
615,Canada,2014,29.3,GINI,Total population,0.313,26.4,CPI2015,Total population,98.88728
